sample_id,channel_id,video_id,year,video_published_at,time_bin,sampling_reason,t5_capture_count,t5_output_file
smp_UCcRaKGC_2022_t4oEbOO6DxI,UCcRaKGCG3RFenb8D2php_Jw,t4oEbOO6DxI,2022,2022-05-27T09:00:39+00:00,bin_3_may_jun,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCcRaKGCG3RFenb8D2php_Jw\t4oEbOO6DxI.parquet
smp_UCkEcY4R_2022_snupHUlGRB4,UCkEcY4RbLYs2AF45nhkyjtw,snupHUlGRB4,2022,2022-03-06T10:00:21+00:00,bin_2_mar_apr,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCkEcY4RbLYs2AF45nhkyjtw\snupHUlGRB4.parquet
smp_UCompe4f_2022_2a6wLpArdzg,UCompe4fS2oUss8CGTuhOSxA,2a6wLpArdzg,2022,2022-10-22T03:00:01+00:00,bin_5_sep_oct,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\2a6wLpArdzg.parquet
smp_UCompe4f_2022_TKlWhRcMfls,UCompe4fS2oUss8CGTuhOSxA,TKlWhRcMfls,2022,2022-03-17T09:00:10+00:00,bin_2_mar_apr,baseline_stratified,89,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\TKlWhRcMfls.parquet
smp_UCompe4f_2022_oEOHgyuLgrA,UCompe4fS2oUss8CGTuhOSxA,oEOHgyuLgrA,2022,2022-02-16T09:00:22+00:00,bin_1_jan_feb,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\oEOHgyuLgrA.parquet
smp_UCqhhWjp_2022_OFilvQFOMig,UCqhhWjpw23dWhJ5rRwCCrMA,OFilvQFOMig,2022,2022-04-02T05:00:11+00:00,bin_2_mar_apr,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCqhhWjpw23dWhJ5rRwCCrMA\OFilvQFOMig.parquet
smp_UCrYkQnb_2022_mlq3-xvgBjc,UCrYkQnbL_OiYyGuiZyvcO7g,mlq3-xvgBjc,2022,2022-01-22T05:20:12+00:00,bin_1_jan_feb,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCrYkQnbL_OiYyGuiZyvcO7g\mlq3-xvgBjc.parquet
smp_UCt-_7LO_2022_raWcXn0JCHE,UCt-_7LOFGUhAQGzePZtbYZg,raWcXn0JCHE,2022,2022-02-14T02:00:14+00:00,bin_1_jan_feb,baseline_stratified,66,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCt-_7LOFGUhAQGzePZtbYZg\raWcXn0JCHE.parquet
smp_UC0Ky1U__2023_-He0BSCYWM8,UC0Ky1U__7T2Z5SOZCvNlJ-Q,-He0BSCYWM8,2023,2023-02-14T12:00:11+00:00,bin_1_jan_feb,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\-He0BSCYWM8.parquet
smp_UC0Ky1U__2023_2QH6l2obLBk,UC0Ky1U__7T2Z5SOZCvNlJ-Q,2QH6l2obLBk,2023,2023-04-14T12:00:10+00:00,bin_2_mar_apr,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\2QH6l2obLBk.parquet
smp_UC0Ky1U__2023_IdQeTsUAWT0,UC0Ky1U__7T2Z5SOZCvNlJ-Q,IdQeTsUAWT0,2023,2023-01-14T06:00:05+00:00,bin_1_jan_feb,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\IdQeTsUAWT0.parquet
smp_UC2eai5w_2023_2pK51_XF0EY,UC2eai5waelgobAHgp20DEYg,2pK51_XF0EY,2023,2023-07-04T11:00:01+00:00,bin_4_jul_aug,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC2eai5waelgobAHgp20DEYg\2pK51_XF0EY.parquet
smp_UC3O5wAg_2023_gYIsn90PIvA,UC3O5wAgEVyNA1Jw3gyi-_jA,gYIsn90PIvA,2023,2023-10-09T00:00:31+00:00,bin_5_sep_oct,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC3O5wAgEVyNA1Jw3gyi-_jA\gYIsn90PIvA.parquet
smp_UC8lQ60X_2023_EasQAxn6tE0,UC8lQ60XP8szvj0GHwxYUS2Q,EasQAxn6tE0,2023,2023-06-15T11:16:07+00:00,bin_3_may_jun,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC8lQ60XP8szvj0GHwxYUS2Q\EasQAxn6tE0.parquet
smp_UCGBkYTR_2023_-WlWDUcgTDM,UCGBkYTR4tMKS38TQHGWWLjg,-WlWDUcgTDM,2023,2023-08-11T10:00:00+00:00,bin_4_jul_aug,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGBkYTR4tMKS38TQHGWWLjg\-WlWDUcgTDM.parquet
smp_UCGBkYTR_2023_1xCbt9QC0kk,UCGBkYTR4tMKS38TQHGWWLjg,1xCbt9QC0kk,2023,2023-05-29T13:38:00+00:00,bin_3_may_jun,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGBkYTR4tMKS38TQHGWWLjg\1xCbt9QC0kk.parquet
smp_UCGBkYTR_2023_Ob8pSltf5Zs,UCGBkYTR4tMKS38TQHGWWLjg,Ob8pSltf5Zs,2023,2023-09-16T09:00:22+00:00,bin_5_sep_oct,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGBkYTR4tMKS38TQHGWWLjg\Ob8pSltf5Zs.parquet
smp_UCGBkYTR_2023_z9bVeiKSDAM,UCGBkYTR4tMKS38TQHGWWLjg,z9bVeiKSDAM,2023,2023-12-09T10:00:47+00:00,bin_6_nov_dec,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGBkYTR4tMKS38TQHGWWLjg\z9bVeiKSDAM.parquet
smp_UCHhIQk2_2023_dIc-p8vDnTU,UCHhIQk2SuVBxR4H2PH_3j2Q,dIc-p8vDnTU,2023,2023-10-29T12:00:10+00:00,bin_5_sep_oct,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCHhIQk2SuVBxR4H2PH_3j2Q\dIc-p8vDnTU.parquet
smp_UCM69uU9_2023_Tq6hNE68SD4,UCM69uU9b_raR3mcACHeivgg,Tq6hNE68SD4,2023,2023-06-21T13:00:11+00:00,bin_3_may_jun,baseline_stratified,91,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\Tq6hNE68SD4.parquet
smp_UCNTEr2__2023_XXwGjoaL3-M,UCNTEr2_96vJnXNazr5MwNLA,XXwGjoaL3-M,2023,2023-09-26T14:30:11+00:00,bin_5_sep_oct,baseline_stratified,91,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCNTEr2_96vJnXNazr5MwNLA\XXwGjoaL3-M.parquet
smp_UCOY60sz_2023_O-aK9VykxcM,UCOY60szLyP_E8RuT6jVAVHg,O-aK9VykxcM,2023,2023-12-21T12:30:17+00:00,bin_6_nov_dec,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCOY60szLyP_E8RuT6jVAVHg\O-aK9VykxcM.parquet
smp_UCR1Htb-_2023_u_tdGL9nxWo,UCR1Htb-H1-tus7UPotPh69A,u_tdGL9nxWo,2023,2023-03-01T13:00:09+00:00,bin_2_mar_apr,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCR1Htb-H1-tus7UPotPh69A\u_tdGL9nxWo.parquet
smp_UCSXwfOj_2023_2kol4i6m3pw,UCSXwfOj8mTDxE1ZaIEHXN2w,2kol4i6m3pw,2023,2023-08-01T08:00:01+00:00,bin_4_jul_aug,baseline_stratified,89,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCSXwfOj8mTDxE1ZaIEHXN2w\2kol4i6m3pw.parquet
smp_UCWM76ZP_2023_LXDAEgFLN4Y,UCWM76ZPAZqDNOAp5AKn9uIw,LXDAEgFLN4Y,2023,2023-12-15T10:30:10+00:00,bin_6_nov_dec,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCWM76ZPAZqDNOAp5AKn9uIw\LXDAEgFLN4Y.parquet
smp_UCWM76ZP_2023_hj1voUVaw2g,UCWM76ZPAZqDNOAp5AKn9uIw,hj1voUVaw2g,2023,2023-12-16T04:45:02+00:00,bin_6_nov_dec,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCWM76ZPAZqDNOAp5AKn9uIw\hj1voUVaw2g.parquet
smp_UCWM76ZP_2023_qJjvq0fpZLM,UCWM76ZPAZqDNOAp5AKn9uIw,qJjvq0fpZLM,2023,2023-11-23T09:00:37+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCWM76ZPAZqDNOAp5AKn9uIw\qJjvq0fpZLM.parquet
smp_UCXuiHw-_2023_Zu3RHu7-FYw,UCXuiHw-k05CnSu5_DjKUytw,Zu3RHu7-FYw,2023,2023-12-31T09:52:29+00:00,bin_6_nov_dec,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXuiHw-k05CnSu5_DjKUytw\Zu3RHu7-FYw.parquet
smp_UCY-5Lf7_2023_BgQ8S92u3xQ,UCY-5Lf7AJKFj4fudzFi1AZw,BgQ8S92u3xQ,2023,2023-12-10T13:00:11+00:00,bin_6_nov_dec,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCY-5Lf7AJKFj4fudzFi1AZw\BgQ8S92u3xQ.parquet
